comunidad,provincia,year,Titularidad,Clase_via,tipo_via,longitud,Textbox24,Textbox25,Textbox14,Textbox7,Textbox3,Textbox5,Textbox10,Textbox11,Textbox26,Textbox12,Textbox13,Textbox110,Textbox27,Textbox8,Textbox6
"Navarra, Comunidad Foral de",Navarra,2012,Estado,Gran capacidad,Autopistas de peaje,"39,03",Subtotal gran capacidad,"39,03",Subtotal Estado,"39,03",Total 2012,"3.868,56","Subtotal Navarra, Comunidad Foral de","39,03","39,03","39,03","3.868,56","2.538,44","11.534,73","26.037,86","165.594,84"
"Navarra, Comunidad Foral de",Navarra,2012,Estado,Gran capacidad,Autopistas libres y autovías,"0,00",Subtotal gran capacidad,"39,03",Subtotal Estado,"39,03",Total 2012,"3.868,56","Subtotal Navarra, Comunidad Foral de","0,00","39,03","39,03","3.868,56","8.388,96","11.534,73","26.037,86","165.594,84"
"Navarra, Comunidad Foral de",Navarra,2012,Estado,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"39,03",Subtotal Estado,"39,03",Total 2012,"3.868,56","Subtotal Navarra, Comunidad Foral de","0,00","39,03","39,03","3.868,56","607,34","11.534,73","26.037,86","165.594,84"
"Navarra, Comunidad Foral de",Navarra,2012,Estado,Resto de vías,Carreteras convencionales,"0,00",Subtotal resto de vías,"0,00",Subtotal Estado,"39,03",Total 2012,"3.868,56","Subtotal Navarra, Comunidad Foral de","0,00","0,00","39,03","3.868,56","14.503,12","14.503,12","26.037,86","165.594,84"
"Navarra, Comunidad Foral de",Navarra,2012,Comunidades autónomas,Gran capacidad,Autopistas de peaje,"99,57",Subtotal gran capacidad,"357,34",Subtotal comunidades autónomas,"3.829,53",Total 2012,"3.868,56","Subtotal Navarra, Comunidad Foral de","99,57","357,34","3.829,53","3.868,56","322,11","3.739,74","71.381,31","165.594,84"
"Navarra, Comunidad Foral de",Navarra,2012,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,"233,78",Subtotal gran capacidad,"357,34",Subtotal comunidades autónomas,"3.829,53",Total 2012,"3.868,56","Subtotal Navarra, Comunidad Foral de","233,78","357,34","3.829,53","3.868,56","2.676,05","3.739,74","71.381,31","165.594,84"
"Navarra, Comunidad Foral de",Navarra,2012,Comunidades autónomas,Gran capacidad,Carreteras multicarril,"23,99",Subtotal gran capacidad,"357,34",Subtotal comunidades autónomas,"3.829,53",Total 2012,"3.868,56","Subtotal Navarra, Comunidad Foral de","23,99","357,34","3.829,53","3.868,56","741,58","3.739,74","71.381,31","165.594,84"
"Navarra, Comunidad Foral de",Navarra,2012,Comunidades autónomas,Resto de vías,Carreteras convencionales,"3.472,19",Subtotal resto de vías,"3.472,19",Subtotal comunidades autónomas,"3.829,53",Total 2012,"3.868,56","Subtotal Navarra, Comunidad Foral de","3.472,19","3.472,19","3.829,53","3.868,56","67.641,57","67.641,57","71.381,31","165.594,84"
"Navarra, Comunidad Foral de",Navarra,2012,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,,Total 2012,"3.868,56","Subtotal Navarra, Comunidad Foral de",,,,"3.868,56","164,76","1.060,72","68.175,68","165.594,84"
"Navarra, Comunidad Foral de",Navarra,2012,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,,Total 2012,"3.868,56","Subtotal Navarra, Comunidad Foral de",,,,"3.868,56","610,99","1.060,72","68.175,68","165.594,84"
"Navarra, Comunidad Foral de",Navarra,2012,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,,Total 2012,"3.868,56","Subtotal Navarra, Comunidad Foral de",,,,"3.868,56","284,98","1.060,72","68.175,68","165.594,84"
"Navarra, Comunidad Foral de",Navarra,2012,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,,Subtotal resto de vías,,Subtotal diputaciones y cabildos,,Total 2012,"3.868,56","Subtotal Navarra, Comunidad Foral de",,,,"3.868,56","67.114,95","67.114,95","68.175,68","165.594,84"
"Navarra, Comunidad Foral de",Navarra,2013,Estado,Gran capacidad,Autopistas de peaje,"39,03",Subtotal gran capacidad,"39,03",Subtotal Estado,"39,03",Total 2013,"3.868,56","Subtotal Navarra, Comunidad Foral de","39,03","39,03","39,03","3.868,56","2.538,76","11.604,38","26.072,84","165.360,78"
"Navarra, Comunidad Foral de",Navarra,2013,Estado,Gran capacidad,Autopistas libres y autovías,"0,00",Subtotal gran capacidad,"39,03",Subtotal Estado,"39,03",Total 2013,"3.868,56","Subtotal Navarra, Comunidad Foral de","0,00","39,03","39,03","3.868,56","8.492,95","11.604,38","26.072,84","165.360,78"
"Navarra, Comunidad Foral de",Navarra,2013,Estado,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"39,03",Subtotal Estado,"39,03",Total 2013,"3.868,56","Subtotal Navarra, Comunidad Foral de","0,00","39,03","39,03","3.868,56","572,67","11.604,38","26.072,84","165.360,78"
"Navarra, Comunidad Foral de",Navarra,2013,Estado,Resto de vías,Carreteras convencionales,"0,00",Subtotal resto de vías,"0,00",Subtotal Estado,"39,03",Total 2013,"3.868,56","Subtotal Navarra, Comunidad Foral de","0,00","0,00","39,03","3.868,56","14.468,46","14.468,46","26.072,84","165.360,78"
"Navarra, Comunidad Foral de",Navarra,2013,Comunidades autónomas,Gran capacidad,Autopistas de peaje,"99,57",Subtotal gran capacidad,"357,34",Subtotal comunidades autónomas,"3.829,53",Total 2013,"3.868,56","Subtotal Navarra, Comunidad Foral de","99,57","357,34","3.829,53","3.868,56","322,11","3.915,45","71.145,32","165.360,78"
"Navarra, Comunidad Foral de",Navarra,2013,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,"233,78",Subtotal gran capacidad,"357,34",Subtotal comunidades autónomas,"3.829,53",Total 2013,"3.868,56","Subtotal Navarra, Comunidad Foral de","233,78","357,34","3.829,53","3.868,56","2.851,46","3.915,45","71.145,32","165.360,78"
"Navarra, Comunidad Foral de",Navarra,2013,Comunidades autónomas,Gran capacidad,Carreteras multicarril,"23,99",Subtotal gran capacidad,"357,34",Subtotal comunidades autónomas,"3.829,53",Total 2013,"3.868,56","Subtotal Navarra, Comunidad Foral de","23,99","357,34","3.829,53","3.868,56","741,88","3.915,45","71.145,32","165.360,78"
"Navarra, Comunidad Foral de",Navarra,2013,Comunidades autónomas,Resto de vías,Carreteras convencionales,"3.472,19",Subtotal resto de vías,"3.472,19",Subtotal comunidades autónomas,"3.829,53",Total 2013,"3.868,56","Subtotal Navarra, Comunidad Foral de","3.472,19","3.472,19","3.829,53","3.868,56","67.229,87","67.229,87","71.145,32","165.360,78"
"Navarra, Comunidad Foral de",Navarra,2013,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,,Total 2013,"3.868,56","Subtotal Navarra, Comunidad Foral de",,,,"3.868,56","164,76","1.062,63","68.142,62","165.360,78"
"Navarra, Comunidad Foral de",Navarra,2013,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,,Total 2013,"3.868,56","Subtotal Navarra, Comunidad Foral de",,,,"3.868,56","610,21","1.062,63","68.142,62","165.360,78"
"Navarra, Comunidad Foral de",Navarra,2013,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,,Total 2013,"3.868,56","Subtotal Navarra, Comunidad Foral de",,,,"3.868,56","287,66","1.062,63","68.142,62","165.360,78"
"Navarra, Comunidad Foral de",Navarra,2013,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,,Subtotal resto de vías,,Subtotal diputaciones y cabildos,,Total 2013,"3.868,56","Subtotal Navarra, Comunidad Foral de",,,,"3.868,56","67.079,99","67.079,99","68.142,62","165.360,78"
"Navarra, Comunidad Foral de",Navarra,2014,Estado,Gran capacidad,Autopistas de peaje,"39,00",Subtotal gran capacidad,"39,00",Subtotal Estado,"39,00",Total 2014,"3.867,84","Subtotal Navarra, Comunidad Foral de","39,00","39,00","39,00","3.867,84","2.538,00","11.696,00","26.124,00","165.638,99"
"Navarra, Comunidad Foral de",Navarra,2014,Estado,Gran capacidad,Autopistas libres y autovías,"0,00",Subtotal gran capacidad,"39,00",Subtotal Estado,"39,00",Total 2014,"3.867,84","Subtotal Navarra, Comunidad Foral de","0,00","39,00","39,00","3.867,84","8.584,00","11.696,00","26.124,00","165.638,99"
"Navarra, Comunidad Foral de",Navarra,2014,Estado,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"39,00",Subtotal Estado,"39,00",Total 2014,"3.867,84","Subtotal Navarra, Comunidad Foral de","0,00","39,00","39,00","3.867,84","574,00","11.696,00","26.124,00","165.638,99"
"Navarra, Comunidad Foral de",Navarra,2014,Estado,Resto de vías,Carreteras convencionales,"0,00",Subtotal resto de vías,"0,00",Subtotal Estado,"39,00",Total 2014,"3.867,84","Subtotal Navarra, Comunidad Foral de","0,00","0,00","39,00","3.867,84","14.428,00","14.428,00","26.124,00","165.638,99"
"Navarra, Comunidad Foral de",Navarra,2014,Comunidades autónomas,Gran capacidad,Autopistas de peaje,"98,88",Subtotal gran capacidad,"358,26",Subtotal comunidades autónomas,"3.828,84",Total 2014,"3.867,84","Subtotal Navarra, Comunidad Foral de","98,88","358,26","3.828,84","3.867,84","321,42","3.935,81","71.396,66","165.638,99"
"Navarra, Comunidad Foral de",Navarra,2014,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,"233,78",Subtotal gran capacidad,"358,26",Subtotal comunidades autónomas,"3.828,84",Total 2014,"3.867,84","Subtotal Navarra, Comunidad Foral de","233,78","358,26","3.828,84","3.867,84","2.881,70","3.935,81","71.396,66","165.638,99"
"Navarra, Comunidad Foral de",Navarra,2014,Comunidades autónomas,Gran capacidad,Carreteras multicarril,"25,60",Subtotal gran capacidad,"358,26",Subtotal comunidades autónomas,"3.828,84",Total 2014,"3.867,84","Subtotal Navarra, Comunidad Foral de","25,60","358,26","3.828,84","3.867,84","732,69","3.935,81","71.396,66","165.638,99"
"Navarra, Comunidad Foral de",Navarra,2014,Comunidades autónomas,Resto de vías,Carreteras convencionales,"3.470,58",Subtotal resto de vías,"3.470,58",Subtotal comunidades autónomas,"3.828,84",Total 2014,"3.867,84","Subtotal Navarra, Comunidad Foral de","3.470,58","3.470,58","3.828,84","3.867,84","67.460,86","67.460,86","71.396,66","165.638,99"
"Navarra, Comunidad Foral de",Navarra,2014,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,,Total 2014,"3.867,84","Subtotal Navarra, Comunidad Foral de",,,,"3.867,84","159,87","1.073,10","68.118,33","165.638,99"
"Navarra, Comunidad Foral de",Navarra,2014,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,,Total 2014,"3.867,84","Subtotal Navarra, Comunidad Foral de",,,,"3.867,84","563,44","1.073,10","68.118,33","165.638,99"
"Navarra, Comunidad Foral de",Navarra,2014,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,,Total 2014,"3.867,84","Subtotal Navarra, Comunidad Foral de",,,,"3.867,84","349,79","1.073,10","68.118,33","165.638,99"
"Navarra, Comunidad Foral de",Navarra,2014,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,,Subtotal resto de vías,,Subtotal diputaciones y cabildos,,Total 2014,"3.867,84","Subtotal Navarra, Comunidad Foral de",,,,"3.867,84","67.045,23","67.045,23","68.118,33","165.638,99"
"Navarra, Comunidad Foral de",Navarra,2015,Estado,Gran capacidad,Autopistas de peaje,"39,03",Subtotal gran capacidad,"39,03",Subtotal Estado,"39,03",Total 2015,"3.865,62","Subtotal Navarra, Comunidad Foral de","39,03","39,03","39,03","3.865,62","2.538,76","11.942,11","26.329,34","166.002,53"
"Navarra, Comunidad Foral de",Navarra,2015,Estado,Gran capacidad,Autopistas libres y autovías,"0,00",Subtotal gran capacidad,"39,03",Subtotal Estado,"39,03",Total 2015,"3.865,62","Subtotal Navarra, Comunidad Foral de","0,00","39,03","39,03","3.865,62","8.840,52","11.942,11","26.329,34","166.002,53"
"Navarra, Comunidad Foral de",Navarra,2015,Estado,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"39,03",Subtotal Estado,"39,03",Total 2015,"3.865,62","Subtotal Navarra, Comunidad Foral de","0,00","39,03","39,03","3.865,62","562,83","11.942,11","26.329,34","166.002,53"
"Navarra, Comunidad Foral de",Navarra,2015,Estado,Resto de vías,Carreteras convencionales,"0,00",Subtotal resto de vías,"0,00",Subtotal Estado,"39,03",Total 2015,"3.865,62","Subtotal Navarra, Comunidad Foral de","0,00","0,00","39,03","3.865,62","14.387,23","14.387,23","26.329,34","166.002,53"
"Navarra, Comunidad Foral de",Navarra,2015,Comunidades autónomas,Gran capacidad,Autopistas de peaje,"105,07",Subtotal gran capacidad,"366,21",Subtotal comunidades autónomas,"3.826,59",Total 2015,"3.865,62","Subtotal Navarra, Comunidad Foral de","105,07","366,21","3.826,59","3.865,62","329,39","3.967,90","71.324,08","166.002,53"
"Navarra, Comunidad Foral de",Navarra,2015,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,"235,54",Subtotal gran capacidad,"366,21",Subtotal comunidades autónomas,"3.826,59",Total 2015,"3.865,62","Subtotal Navarra, Comunidad Foral de","235,54","366,21","3.826,59","3.865,62","2.882,09","3.967,90","71.324,08","166.002,53"
"Navarra, Comunidad Foral de",Navarra,2015,Comunidades autónomas,Gran capacidad,Carreteras multicarril,"25,60",Subtotal gran capacidad,"366,21",Subtotal comunidades autónomas,"3.826,59",Total 2015,"3.865,62","Subtotal Navarra, Comunidad Foral de","25,60","366,21","3.826,59","3.865,62","756,42","3.967,90","71.324,08","166.002,53"
"Navarra, Comunidad Foral de",Navarra,2015,Comunidades autónomas,Resto de vías,Carreteras convencionales,"3.460,38",Subtotal resto de vías,"3.460,38",Subtotal comunidades autónomas,"3.826,59",Total 2015,"3.865,62","Subtotal Navarra, Comunidad Foral de","3.460,38","3.460,38","3.826,59","3.865,62","67.356,18","67.356,18","71.324,08","166.002,53"
"Navarra, Comunidad Foral de",Navarra,2015,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,,Total 2015,"3.865,62","Subtotal Navarra, Comunidad Foral de",,,,"3.865,62","171,43","1.111,22","68.349,11","166.002,53"
"Navarra, Comunidad Foral de",Navarra,2015,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,,Total 2015,"3.865,62","Subtotal Navarra, Comunidad Foral de",,,,"3.865,62","573,15","1.111,22","68.349,11","166.002,53"
"Navarra, Comunidad Foral de",Navarra,2015,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,,Total 2015,"3.865,62","Subtotal Navarra, Comunidad Foral de",,,,"3.865,62","366,63","1.111,22","68.349,11","166.002,53"
"Navarra, Comunidad Foral de",Navarra,2015,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,,Subtotal resto de vías,,Subtotal diputaciones y cabildos,,Total 2015,"3.865,62","Subtotal Navarra, Comunidad Foral de",,,,"3.865,62","67.237,89","67.237,89","68.349,11","166.002,53"
"Navarra, Comunidad Foral de",Navarra,2016,Estado,Gran capacidad,Autopistas de peaje,"39,03",Subtotal gran capacidad,"39,03",Subtotal Estado,"39,03",Total 2016,"3.865,62","Subtotal Navarra, Comunidad Foral de","39,03","39,03","39,03","3.865,62","2.538,76","11.956,41","26.394,72","165.482,82"
"Navarra, Comunidad Foral de",Navarra,2016,Estado,Gran capacidad,Autopistas libres y autovías,"0,00",Subtotal gran capacidad,"39,03",Subtotal Estado,"39,03",Total 2016,"3.865,62","Subtotal Navarra, Comunidad Foral de","0,00","39,03","39,03","3.865,62","8.910,12","11.956,41","26.394,72","165.482,82"
"Navarra, Comunidad Foral de",Navarra,2016,Estado,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"39,03",Subtotal Estado,"39,03",Total 2016,"3.865,62","Subtotal Navarra, Comunidad Foral de","0,00","39,03","39,03","3.865,62","507,53","11.956,41","26.394,72","165.482,82"
"Navarra, Comunidad Foral de",Navarra,2016,Estado,Resto de vías,Carreteras convencionales,"0,00",Subtotal resto de vías,"0,00",Subtotal Estado,"39,03",Total 2016,"3.865,62","Subtotal Navarra, Comunidad Foral de","0,00","0,00","39,03","3.865,62","14.438,32","14.438,32","26.394,72","165.482,82"
"Navarra, Comunidad Foral de",Navarra,2016,Comunidades autónomas,Gran capacidad,Autopistas de peaje,"105,07",Subtotal gran capacidad,"366,21",Subtotal comunidades autónomas,"3.826,59",Total 2016,"3.865,62","Subtotal Navarra, Comunidad Foral de","105,07","366,21","3.826,59","3.865,62","328,62","4.002,17","71.290,70","165.482,82"
"Navarra, Comunidad Foral de",Navarra,2016,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,"235,54",Subtotal gran capacidad,"366,21",Subtotal comunidades autónomas,"3.826,59",Total 2016,"3.865,62","Subtotal Navarra, Comunidad Foral de","235,54","366,21","3.826,59","3.865,62","2.907,10","4.002,17","71.290,70","165.482,82"
"Navarra, Comunidad Foral de",Navarra,2016,Comunidades autónomas,Gran capacidad,Carreteras multicarril,"25,60",Subtotal gran capacidad,"366,21",Subtotal comunidades autónomas,"3.826,59",Total 2016,"3.865,62","Subtotal Navarra, Comunidad Foral de","25,60","366,21","3.826,59","3.865,62","766,45","4.002,17","71.290,70","165.482,82"
"Navarra, Comunidad Foral de",Navarra,2016,Comunidades autónomas,Resto de vías,Carreteras convencionales,"3.460,38",Subtotal resto de vías,"3.460,38",Subtotal comunidades autónomas,"3.826,59",Total 2016,"3.865,62","Subtotal Navarra, Comunidad Foral de","3.460,38","3.460,38","3.826,59","3.865,62","67.288,53","67.288,53","71.290,70","165.482,82"
"Navarra, Comunidad Foral de",Navarra,2016,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"0,00",Total 2016,"3.865,62","Subtotal Navarra, Comunidad Foral de","0,00","0,00","0,00","3.865,62","171,43","1.149,83","67.797,40","165.482,82"
"Navarra, Comunidad Foral de",Navarra,2016,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"0,00",Total 2016,"3.865,62","Subtotal Navarra, Comunidad Foral de","0,00","0,00","0,00","3.865,62","587,50","1.149,83","67.797,40","165.482,82"
"Navarra, Comunidad Foral de",Navarra,2016,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"0,00",Total 2016,"3.865,62","Subtotal Navarra, Comunidad Foral de","0,00","0,00","0,00","3.865,62","390,90","1.149,83","67.797,40","165.482,82"
