Provincias;Edad (grupos quinquenales);Españoles/Extranjeros;Sexo;Año;Total
11 Cádiz;40-44 años;TOTAL;Ambos sexos;2013;103.277
11 Cádiz;40-44 años;TOTAL;Ambos sexos;2012;104.053
11 Cádiz;40-44 años;TOTAL;Ambos sexos;2011;103.895
11 Cádiz;40-44 años;TOTAL;Ambos sexos;2010;102.919
11 Cádiz;40-44 años;TOTAL;Ambos sexos;2009;102.756
11 Cádiz;40-44 años;TOTAL;Ambos sexos;2008;100.891
11 Cádiz;40-44 años;TOTAL;Ambos sexos;2007;97.728
11 Cádiz;40-44 años;TOTAL;Ambos sexos;2006;94.774
11 Cádiz;40-44 años;TOTAL;Ambos sexos;2005;92.208
11 Cádiz;40-44 años;TOTAL;Ambos sexos;2004;88.872
11 Cádiz;40-44 años;TOTAL;Ambos sexos;2003;87.151
11 Cádiz;40-44 años;TOTAL;Ambos sexos;2002;85.598
11 Cádiz;40-44 años;TOTAL;Ambos sexos;2001;82.688
11 Cádiz;40-44 años;TOTAL;Ambos sexos;2000;79.746
11 Cádiz;40-44 años;TOTAL;Ambos sexos;1999;75.934
11 Cádiz;40-44 años;TOTAL;Ambos sexos;1998;72.863
11 Cádiz;45-49 años;TOTAL;Ambos sexos;2022;104.407
11 Cádiz;45-49 años;TOTAL;Ambos sexos;2021;103.181
11 Cádiz;45-49 años;TOTAL;Ambos sexos;2020;102.632
11 Cádiz;45-49 años;TOTAL;Ambos sexos;2019;101.564
11 Cádiz;45-49 años;TOTAL;Ambos sexos;2018;101.405
11 Cádiz;45-49 años;TOTAL;Ambos sexos;2017;101.560
11 Cádiz;45-49 años;TOTAL;Ambos sexos;2016;101.489
11 Cádiz;45-49 años;TOTAL;Ambos sexos;2015;100.816
11 Cádiz;45-49 años;TOTAL;Ambos sexos;2014;100.940
11 Cádiz;45-49 años;TOTAL;Ambos sexos;2013;99.703
11 Cádiz;45-49 años;TOTAL;Ambos sexos;2012;97.699
11 Cádiz;45-49 años;TOTAL;Ambos sexos;2011;95.423
11 Cádiz;45-49 años;TOTAL;Ambos sexos;2010;93.186
11 Cádiz;45-49 años;TOTAL;Ambos sexos;2009;90.396
11 Cádiz;45-49 años;TOTAL;Ambos sexos;2008;88.516
11 Cádiz;45-49 años;TOTAL;Ambos sexos;2007;87.470
11 Cádiz;45-49 años;TOTAL;Ambos sexos;2006;84.517
11 Cádiz;45-49 años;TOTAL;Ambos sexos;2005;81.174
11 Cádiz;45-49 años;TOTAL;Ambos sexos;2004;76.858
11 Cádiz;45-49 años;TOTAL;Ambos sexos;2003;73.993
11 Cádiz;45-49 años;TOTAL;Ambos sexos;2002;70.610
11 Cádiz;45-49 años;TOTAL;Ambos sexos;2001;68.273
11 Cádiz;45-49 años;TOTAL;Ambos sexos;2000;65.300
11 Cádiz;45-49 años;TOTAL;Ambos sexos;1999;64.262
11 Cádiz;45-49 años;TOTAL;Ambos sexos;1998;63.553
11 Cádiz;50-54 años;TOTAL;Ambos sexos;2022;101.224
11 Cádiz;50-54 años;TOTAL;Ambos sexos;2021;100.591
11 Cádiz;50-54 años;TOTAL;Ambos sexos;2020;99.391
11 Cádiz;50-54 años;TOTAL;Ambos sexos;2019;99.111
11 Cádiz;50-54 años;TOTAL;Ambos sexos;2018;97.536
11 Cádiz;50-54 años;TOTAL;Ambos sexos;2017;94.948
11 Cádiz;50-54 años;TOTAL;Ambos sexos;2016;92.884
11 Cádiz;50-54 años;TOTAL;Ambos sexos;2015;90.945
11 Cádiz;50-54 años;TOTAL;Ambos sexos;2014;88.538
11 Cádiz;50-54 años;TOTAL;Ambos sexos;2013;87.280
11 Cádiz;50-54 años;TOTAL;Ambos sexos;2012;87.057
11 Cádiz;50-54 años;TOTAL;Ambos sexos;2011;84.491
11 Cádiz;50-54 años;TOTAL;Ambos sexos;2010;81.566
11 Cádiz;50-54 años;TOTAL;Ambos sexos;2009;77.613
11 Cádiz;50-54 años;TOTAL;Ambos sexos;2008;74.622
11 Cádiz;50-54 años;TOTAL;Ambos sexos;2007;71.244
11 Cádiz;50-54 años;TOTAL;Ambos sexos;2006;69.114
11 Cádiz;50-54 años;TOTAL;Ambos sexos;2005;65.975
11 Cádiz;50-54 años;TOTAL;Ambos sexos;2004;64.562
11 Cádiz;50-54 años;TOTAL;Ambos sexos;2003;63.939
11 Cádiz;50-54 años;TOTAL;Ambos sexos;2002;61.897
11 Cádiz;50-54 años;TOTAL;Ambos sexos;2001;60.668
11 Cádiz;50-54 años;TOTAL;Ambos sexos;2000;61.444
11 Cádiz;50-54 años;TOTAL;Ambos sexos;1999;60.750
11 Cádiz;50-54 años;TOTAL;Ambos sexos;1998;59.515
11 Cádiz;55-59 años;TOTAL;Ambos sexos;2022;93.956
11 Cádiz;55-59 años;TOTAL;Ambos sexos;2021;91.680
11 Cádiz;55-59 años;TOTAL;Ambos sexos;2020;89.386
11 Cádiz;55-59 años;TOTAL;Ambos sexos;2019;86.763
11 Cádiz;55-59 años;TOTAL;Ambos sexos;2018;85.174
11 Cádiz;55-59 años;TOTAL;Ambos sexos;2017;84.449
11 Cádiz;55-59 años;TOTAL;Ambos sexos;2016;82.018
11 Cádiz;55-59 años;TOTAL;Ambos sexos;2015;79.346
11 Cádiz;55-59 años;TOTAL;Ambos sexos;2014;75.827
11 Cádiz;55-59 años;TOTAL;Ambos sexos;2013;73.262
11 Cádiz;55-59 años;TOTAL;Ambos sexos;2012;70.648
11 Cádiz;55-59 años;TOTAL;Ambos sexos;2011;68.667
11 Cádiz;55-59 años;TOTAL;Ambos sexos;2010;65.752
11 Cádiz;55-59 años;TOTAL;Ambos sexos;2009;64.722
11 Cádiz;55-59 años;TOTAL;Ambos sexos;2008;64.186
11 Cádiz;55-59 años;TOTAL;Ambos sexos;2007;62.327
11 Cádiz;55-59 años;TOTAL;Ambos sexos;2006;61.186
11 Cádiz;55-59 años;TOTAL;Ambos sexos;2005;61.830
11 Cádiz;55-59 años;TOTAL;Ambos sexos;2004;60.644
11 Cádiz;55-59 años;TOTAL;Ambos sexos;2003;59.544
11 Cádiz;55-59 años;TOTAL;Ambos sexos;2002;57.034
11 Cádiz;55-59 años;TOTAL;Ambos sexos;2001;53.922
11 Cádiz;55-59 años;TOTAL;Ambos sexos;2000;52.707
11 Cádiz;55-59 años;TOTAL;Ambos sexos;1999;50.537
11 Cádiz;55-59 años;TOTAL;Ambos sexos;1998;46.944
11 Cádiz;60-64 años;TOTAL;Ambos sexos;2022;82.758
11 Cádiz;60-64 años;TOTAL;Ambos sexos;2021;80.320
11 Cádiz;60-64 años;TOTAL;Ambos sexos;2020;77.574
11 Cádiz;60-64 años;TOTAL;Ambos sexos;2019;73.719
11 Cádiz;60-64 años;TOTAL;Ambos sexos;2018;70.956
11 Cádiz;60-64 años;TOTAL;Ambos sexos;2017;68.155
11 Cádiz;60-64 años;TOTAL;Ambos sexos;2016;66.301
11 Cádiz;60-64 años;TOTAL;Ambos sexos;2015;63.674
11 Cádiz;60-64 años;TOTAL;Ambos sexos;2014;62.691
11 Cádiz;60-64 años;TOTAL;Ambos sexos;2013;62.357
11 Cádiz;60-64 años;TOTAL;Ambos sexos;2012;61.115
11 Cádiz;60-64 años;TOTAL;Ambos sexos;2011;60.152
11 Cádiz;60-64 años;TOTAL;Ambos sexos;2010;61.092
11 Cádiz;60-64 años;TOTAL;Ambos sexos;2009;60.228
11 Cádiz;60-64 años;TOTAL;Ambos sexos;2008;59.334
11 Cádiz;60-64 años;TOTAL;Ambos sexos;2007;56.902
11 Cádiz;60-64 años;TOTAL;Ambos sexos;2006;53.746
11 Cádiz;60-64 años;TOTAL;Ambos sexos;2005;52.486
11 Cádiz;60-64 años;TOTAL;Ambos sexos;2004;49.910
11 Cádiz;60-64 años;TOTAL;Ambos sexos;2003;46.439
11 Cádiz;60-64 años;TOTAL;Ambos sexos;2002;46.031
11 Cádiz;60-64 años;TOTAL;Ambos sexos;2001;47.476
11 Cádiz;60-64 años;TOTAL;Ambos sexos;2000;46.284
11 Cádiz;60-64 años;TOTAL;Ambos sexos;1999;47.173
11 Cádiz;60-64 años;TOTAL;Ambos sexos;1998;48.634
39 Cantabria;20-24 años;TOTAL;Ambos sexos;2022;25.770
39 Cantabria;20-24 años;TOTAL;Ambos sexos;2021;25.243
39 Cantabria;20-24 años;TOTAL;Ambos sexos;2020;24.506
39 Cantabria;20-24 años;TOTAL;Ambos sexos;2019;23.882
39 Cantabria;20-24 años;TOTAL;Ambos sexos;2018;23.886
39 Cantabria;20-24 años;TOTAL;Ambos sexos;2017;24.203
39 Cantabria;20-24 años;TOTAL;Ambos sexos;2016;24.633
39 Cantabria;20-24 años;TOTAL;Ambos sexos;2015;25.481
39 Cantabria;20-24 años;TOTAL;Ambos sexos;2014;26.342
39 Cantabria;20-24 años;TOTAL;Ambos sexos;2013;27.338
39 Cantabria;20-24 años;TOTAL;Ambos sexos;2012;28.297
39 Cantabria;20-24 años;TOTAL;Ambos sexos;2011;29.398
39 Cantabria;20-24 años;TOTAL;Ambos sexos;2010;30.691
39 Cantabria;20-24 años;TOTAL;Ambos sexos;2009;32.170
39 Cantabria;20-24 años;TOTAL;Ambos sexos;2008;33.237
39 Cantabria;20-24 años;TOTAL;Ambos sexos;2007;34.020
39 Cantabria;20-24 años;TOTAL;Ambos sexos;2006;35.643
39 Cantabria;20-24 años;TOTAL;Ambos sexos;2005;37.261
39 Cantabria;20-24 años;TOTAL;Ambos sexos;2004;38.718
39 Cantabria;20-24 años;TOTAL;Ambos sexos;2003;40.549
39 Cantabria;20-24 años;TOTAL;Ambos sexos;2002;41.975
39 Cantabria;20-24 años;TOTAL;Ambos sexos;2001;42.964
39 Cantabria;20-24 años;TOTAL;Ambos sexos;2000;43.176
39 Cantabria;20-24 años;TOTAL;Ambos sexos;1999;43.382
39 Cantabria;20-24 años;TOTAL;Ambos sexos;1998;43.032
39 Cantabria;25-29 años;TOTAL;Ambos sexos;2022;25.282
39 Cantabria;25-29 años;TOTAL;Ambos sexos;2021;25.595
39 Cantabria;25-29 años;TOTAL;Ambos sexos;2020;25.999
39 Cantabria;25-29 años;TOTAL;Ambos sexos;2019;26.338
39 Cantabria;25-29 años;TOTAL;Ambos sexos;2018;26.845
39 Cantabria;25-29 años;TOTAL;Ambos sexos;2017;27.452
39 Cantabria;25-29 años;TOTAL;Ambos sexos;2016;28.661
39 Cantabria;25-29 años;TOTAL;Ambos sexos;2015;30.094
39 Cantabria;25-29 años;TOTAL;Ambos sexos;2014;32.102
39 Cantabria;25-29 años;TOTAL;Ambos sexos;2013;34.245
39 Cantabria;25-29 años;TOTAL;Ambos sexos;2012;36.333
39 Cantabria;25-29 años;TOTAL;Ambos sexos;2011;38.652
39 Cantabria;25-29 años;TOTAL;Ambos sexos;2010;41.137
39 Cantabria;25-29 años;TOTAL;Ambos sexos;2009;43.218
39 Cantabria;25-29 años;TOTAL;Ambos sexos;2008;44.722
39 Cantabria;25-29 años;TOTAL;Ambos sexos;2007;45.624
39 Cantabria;25-29 años;TOTAL;Ambos sexos;2006;46.738
39 Cantabria;25-29 años;TOTAL;Ambos sexos;2005;47.123
39 Cantabria;25-29 años;TOTAL;Ambos sexos;2004;46.394
39 Cantabria;25-29 años;TOTAL;Ambos sexos;2003;45.558
39 Cantabria;25-29 años;TOTAL;Ambos sexos;2002;44.566
39 Cantabria;25-29 años;TOTAL;Ambos sexos;2001;42.871
39 Cantabria;25-29 años;TOTAL;Ambos sexos;2000;41.727
39 Cantabria;25-29 años;TOTAL;Ambos sexos;1999;40.539
39 Cantabria;25-29 años;TOTAL;Ambos sexos;1998;40.334
39 Cantabria;30-34 años;TOTAL;Ambos sexos;2022;28.772
39 Cantabria;30-34 años;TOTAL;Ambos sexos;2021;29.502
39 Cantabria;30-34 años;TOTAL;Ambos sexos;2020;30.324
39 Cantabria;30-34 años;TOTAL;Ambos sexos;2019;31.621
39 Cantabria;30-34 años;TOTAL;Ambos sexos;2018;32.925
39 Cantabria;30-34 años;TOTAL;Ambos sexos;2017;34.729
39 Cantabria;30-34 años;TOTAL;Ambos sexos;2016;37.121
39 Cantabria;30-34 años;TOTAL;Ambos sexos;2015;39.942
39 Cantabria;30-34 años;TOTAL;Ambos sexos;2014;42.695
39 Cantabria;30-34 años;TOTAL;Ambos sexos;2013;45.669
39 Cantabria;30-34 años;TOTAL;Ambos sexos;2012;48.103
39 Cantabria;30-34 años;TOTAL;Ambos sexos;2011;49.909
39 Cantabria;30-34 años;TOTAL;Ambos sexos;2010;50.900
39 Cantabria;30-34 años;TOTAL;Ambos sexos;2009;51.105
39 Cantabria;30-34 años;TOTAL;Ambos sexos;2008;50.184
39 Cantabria;30-34 años;TOTAL;Ambos sexos;2007;48.750
39 Cantabria;30-34 años;TOTAL;Ambos sexos;2006;47.329
39 Cantabria;30-34 años;TOTAL;Ambos sexos;2005;46.072
39 Cantabria;30-34 años;TOTAL;Ambos sexos;2004;44.763
39 Cantabria;30-34 años;TOTAL;Ambos sexos;2003;43.764
39 Cantabria;30-34 años;TOTAL;Ambos sexos;2002;42.697
39 Cantabria;30-34 años;TOTAL;Ambos sexos;2001;42.129
39 Cantabria;30-34 años;TOTAL;Ambos sexos;2000;41.136
39 Cantabria;30-34 años;TOTAL;Ambos sexos;1999;40.300
39 Cantabria;30-34 años;TOTAL;Ambos sexos;1998;40.715
39 Cantabria;35-39 años;TOTAL;Ambos sexos;2022;36.337
39 Cantabria;35-39 años;TOTAL;Ambos sexos;2021;38.300
39 Cantabria;35-39 años;TOTAL;Ambos sexos;2020;40.149
39 Cantabria;35-39 años;TOTAL;Ambos sexos;2019;42.161
39 Cantabria;35-39 años;TOTAL;Ambos sexos;2018;44.405
39 Cantabria;35-39 años;TOTAL;Ambos sexos;2017;46.424
39 Cantabria;35-39 años;TOTAL;Ambos sexos;2016;48.437
39 Cantabria;35-39 años;TOTAL;Ambos sexos;2015;49.854
39 Cantabria;35-39 años;TOTAL;Ambos sexos;2014;50.620
39 Cantabria;35-39 años;TOTAL;Ambos sexos;2013;50.738
39 Cantabria;35-39 años;TOTAL;Ambos sexos;2012;50.542
39 Cantabria;35-39 años;TOTAL;Ambos sexos;2011;49.614
39 Cantabria;35-39 años;TOTAL;Ambos sexos;2010;49.144
39 Cantabria;35-39 años;TOTAL;Ambos sexos;2009;48.472
39 Cantabria;35-39 años;TOTAL;Ambos sexos;2008;47.534
39 Cantabria;35-39 años;TOTAL;Ambos sexos;2007;46.322
39 Cantabria;35-39 años;TOTAL;Ambos sexos;2006;45.935
39 Cantabria;35-39 años;TOTAL;Ambos sexos;2005;45.054
39 Cantabria;35-39 años;TOTAL;Ambos sexos;2004;44.066
39 Cantabria;35-39 años;TOTAL;Ambos sexos;2003;43.617
39 Cantabria;35-39 años;TOTAL;Ambos sexos;2002;42.664
39 Cantabria;35-39 años;TOTAL;Ambos sexos;2001;41.714
39 Cantabria;35-39 años;TOTAL;Ambos sexos;2000;41.278
39 Cantabria;35-39 años;TOTAL;Ambos sexos;1999;41.257
39 Cantabria;35-39 años;TOTAL;Ambos sexos;1998;41.494
39 Cantabria;40-44 años;TOTAL;Ambos sexos;2022;47.721
39 Cantabria;40-44 años;TOTAL;Ambos sexos;2021;49.167
39 Cantabria;40-44 años;TOTAL;Ambos sexos;2020;49.841
39 Cantabria;40-44 años;TOTAL;Ambos sexos;2019;49.925
39 Cantabria;40-44 años;TOTAL;Ambos sexos;2018;49.521
39 Cantabria;40-44 años;TOTAL;Ambos sexos;2017;49.157
39 Cantabria;40-44 años;TOTAL;Ambos sexos;2016;48.300
39 Cantabria;40-44 años;TOTAL;Ambos sexos;2015;48.000
39 Cantabria;40-44 años;TOTAL;Ambos sexos;2014;47.890
39 Cantabria;40-44 años;TOTAL;Ambos sexos;2013;47.810
39 Cantabria;40-44 años;TOTAL;Ambos sexos;2012;47.765
39 Cantabria;40-44 años;TOTAL;Ambos sexos;2011;47.748
39 Cantabria;40-44 años;TOTAL;Ambos sexos;2010;47.324
39 Cantabria;40-44 años;TOTAL;Ambos sexos;2009;46.934
39 Cantabria;40-44 años;TOTAL;Ambos sexos;2008;46.303
39 Cantabria;40-44 años;TOTAL;Ambos sexos;2007;45.247
39 Cantabria;40-44 años;TOTAL;Ambos sexos;2006;44.535
39 Cantabria;40-44 años;TOTAL;Ambos sexos;2005;44.080
39 Cantabria;40-44 años;TOTAL;Ambos sexos;2004;43.981
39 Cantabria;40-44 años;TOTAL;Ambos sexos;2003;43.735
39 Cantabria;40-44 años;TOTAL;Ambos sexos;2002;43.483
39 Cantabria;40-44 años;TOTAL;Ambos sexos;2001;42.760
39 Cantabria;40-44 años;TOTAL;Ambos sexos;2000;41.530
39 Cantabria;40-44 años;TOTAL;Ambos sexos;1999;40.048
39 Cantabria;40-44 años;TOTAL;Ambos sexos;1998;38.918
39 Cantabria;45-49 años;TOTAL;Ambos sexos;2022;50.120
39 Cantabria;45-49 años;TOTAL;Ambos sexos;2021;48.867
39 Cantabria;45-49 años;TOTAL;Ambos sexos;2020;47.928
39 Cantabria;45-49 años;TOTAL;Ambos sexos;2019;47.178
39 Cantabria;45-49 años;TOTAL;Ambos sexos;2018;46.618
39 Cantabria;45-49 años;TOTAL;Ambos sexos;2017;46.345
39 Cantabria;45-49 años;TOTAL;Ambos sexos;2016;46.568
39 Cantabria;45-49 años;TOTAL;Ambos sexos;2015;46.419
39 Cantabria;45-49 años;TOTAL;Ambos sexos;2014;46.444
39 Cantabria;45-49 años;TOTAL;Ambos sexos;2013;46.494
39 Cantabria;45-49 años;TOTAL;Ambos sexos;2012;46.132
39 Cantabria;45-49 años;TOTAL;Ambos sexos;2011;45.759
39 Cantabria;45-49 años;TOTAL;Ambos sexos;2010;45.570
39 Cantabria;45-49 años;TOTAL;Ambos sexos;2009;45.720
39 Cantabria;45-49 años;TOTAL;Ambos sexos;2008;45.393
39 Cantabria;45-49 años;TOTAL;Ambos sexos;2007;45.159
39 Cantabria;45-49 años;TOTAL;Ambos sexos;2006;44.487
39 Cantabria;45-49 años;TOTAL;Ambos sexos;2005;43.457
39 Cantabria;45-49 años;TOTAL;Ambos sexos;2004;41.739
39 Cantabria;45-49 años;TOTAL;Ambos sexos;2003;40.390
39 Cantabria;45-49 años;TOTAL;Ambos sexos;2002;38.840
39 Cantabria;45-49 años;TOTAL;Ambos sexos;2001;37.545
39 Cantabria;45-49 años;TOTAL;Ambos sexos;2000;36.645
39 Cantabria;45-49 años;TOTAL;Ambos sexos;1999;36.097
39 Cantabria;45-49 años;TOTAL;Ambos sexos;1998;35.916
39 Cantabria;50-54 años;TOTAL;Ambos sexos;2022;46.775
39 Cantabria;50-54 años;TOTAL;Ambos sexos;2021;46.635
39 Cantabria;50-54 años;TOTAL;Ambos sexos;2020;46.028
39 Cantabria;50-54 años;TOTAL;Ambos sexos;2019;45.577
39 Cantabria;50-54 años;TOTAL;Ambos sexos;2018;45.321
39 Cantabria;50-54 años;TOTAL;Ambos sexos;2017;44.891
39 Cantabria;50-54 años;TOTAL;Ambos sexos;2016;44.657
39 Cantabria;50-54 años;TOTAL;Ambos sexos;2015;44.576
39 Cantabria;50-54 años;TOTAL;Ambos sexos;2014;44.989
39 Cantabria;50-54 años;TOTAL;Ambos sexos;2013;45.176
39 Cantabria;50-54 años;TOTAL;Ambos sexos;2012;45.516
39 Cantabria;50-54 años;TOTAL;Ambos sexos;2011;44.920
39 Cantabria;50-54 años;TOTAL;Ambos sexos;2010;44.125
39 Cantabria;50-54 años;TOTAL;Ambos sexos;2009;42.663
39 Cantabria;50-54 años;TOTAL;Ambos sexos;2008;41.194
39 Cantabria;50-54 años;TOTAL;Ambos sexos;2007;39.645
39 Cantabria;50-54 años;TOTAL;Ambos sexos;2006;38.543
39 Cantabria;50-54 años;TOTAL;Ambos sexos;2005;37.666
39 Cantabria;50-54 años;TOTAL;Ambos sexos;2004;36.977
39 Cantabria;50-54 años;TOTAL;Ambos sexos;2003;36.696
39 Cantabria;50-54 años;TOTAL;Ambos sexos;2002;35.592
39 Cantabria;50-54 años;TOTAL;Ambos sexos;2001;34.847
39 Cantabria;50-54 años;TOTAL;Ambos sexos;2000;33.647
39 Cantabria;50-54 años;TOTAL;Ambos sexos;1999;32.368
39 Cantabria;50-54 años;TOTAL;Ambos sexos;1998;30.595
39 Cantabria;55-59 años;TOTAL;Ambos sexos;2022;44.900
39 Cantabria;55-59 años;TOTAL;Ambos sexos;2021;44.387
39 Cantabria;55-59 años;TOTAL;Ambos sexos;2020;43.936
39 Cantabria;55-59 años;TOTAL;Ambos sexos;2019;43.981
39 Cantabria;55-59 años;TOTAL;Ambos sexos;2018;43.918
39 Cantabria;55-59 años;TOTAL;Ambos sexos;2017;44.133
39 Cantabria;55-59 años;TOTAL;Ambos sexos;2016;43.638
39 Cantabria;55-59 años;TOTAL;Ambos sexos;2015;42.896
39 Cantabria;55-59 años;TOTAL;Ambos sexos;2014;41.698
39 Cantabria;55-59 años;TOTAL;Ambos sexos;2013;40.647
39 Cantabria;55-59 años;TOTAL;Ambos sexos;2012;39.460
39 Cantabria;55-59 años;TOTAL;Ambos sexos;2011;38.432
39 Cantabria;55-59 años;TOTAL;Ambos sexos;2010;37.687
39 Cantabria;55-59 años;TOTAL;Ambos sexos;2009;37.129
39 Cantabria;55-59 años;TOTAL;Ambos sexos;2008;36.869
39 Cantabria;55-59 años;TOTAL;Ambos sexos;2007;35.949
39 Cantabria;55-59 años;TOTAL;Ambos sexos;2006;35.239
39 Cantabria;55-59 años;TOTAL;Ambos sexos;2005;34.119
39 Cantabria;55-59 años;TOTAL;Ambos sexos;2004;32.735
39 Cantabria;55-59 años;TOTAL;Ambos sexos;2003;30.946
39 Cantabria;55-59 años;TOTAL;Ambos sexos;2002;29.161
39 Cantabria;55-59 años;TOTAL;Ambos sexos;2001;27.435
39 Cantabria;55-59 años;TOTAL;Ambos sexos;2000;26.390
39 Cantabria;55-59 años;TOTAL;Ambos sexos;1999;24.463
39 Cantabria;55-59 años;TOTAL;Ambos sexos;1998;23.200
39 Cantabria;60-64 años;TOTAL;Ambos sexos;2022;43.801
39 Cantabria;60-64 años;TOTAL;Ambos sexos;2021;43.067
39 Cantabria;60-64 años;TOTAL;Ambos sexos;2020;42.028
39 Cantabria;60-64 años;TOTAL;Ambos sexos;2019;40.579
39 Cantabria;60-64 años;TOTAL;Ambos sexos;2018;39.344
39 Cantabria;60-64 años;TOTAL;Ambos sexos;2017;37.981
39 Cantabria;60-64 años;TOTAL;Ambos sexos;2016;37.008
39 Cantabria;60-64 años;TOTAL;Ambos sexos;2015;36.349
39 Cantabria;60-64 años;TOTAL;Ambos sexos;2014;36.120
39 Cantabria;60-64 años;TOTAL;Ambos sexos;2013;36.032
39 Cantabria;60-64 años;TOTAL;Ambos sexos;2012;35.391
39 Cantabria;60-64 años;TOTAL;Ambos sexos;2011;34.801
39 Cantabria;60-64 años;TOTAL;Ambos sexos;2010;33.844
39 Cantabria;60-64 años;TOTAL;Ambos sexos;2009;32.602
39 Cantabria;60-64 años;TOTAL;Ambos sexos;2008;30.944
39 Cantabria;60-64 años;TOTAL;Ambos sexos;2007;29.266
39 Cantabria;60-64 años;TOTAL;Ambos sexos;2006;27.502
39 Cantabria;60-64 años;TOTAL;Ambos sexos;2005;26.514
39 Cantabria;60-64 años;TOTAL;Ambos sexos;2004;24.417
39 Cantabria;60-64 años;TOTAL;Ambos sexos;2003;23.215
39 Cantabria;60-64 años;TOTAL;Ambos sexos;2002;23.098
39 Cantabria;60-64 años;TOTAL;Ambos sexos;2001;24.176
39 Cantabria;60-64 años;TOTAL;Ambos sexos;2000;24.639
39 Cantabria;60-64 años;TOTAL;Ambos sexos;1999;26.896
39 Cantabria;60-64 años;TOTAL;Ambos sexos;1998;28.408
12 Castellón/Castelló;20-24 años;TOTAL;Ambos sexos;2022;29.680
12 Castellón/Castelló;20-24 años;TOTAL;Ambos sexos;2021;29.003
12 Castellón/Castelló;20-24 años;TOTAL;Ambos sexos;2020;28.650
12 Castellón/Castelló;20-24 años;TOTAL;Ambos sexos;2019;28.058
12 Castellón/Castelló;20-24 años;TOTAL;Ambos sexos;2018;27.775
12 Castellón/Castelló;20-24 años;TOTAL;Ambos sexos;2017;27.707
12 Castellón/Castelló;20-24 años;TOTAL;Ambos sexos;2016;28.143
12 Castellón/Castelló;20-24 años;TOTAL;Ambos sexos;2015;28.636
12 Castellón/Castelló;20-24 años;TOTAL;Ambos sexos;2014;29.707
12 Castellón/Castelló;20-24 años;TOTAL;Ambos sexos;2013;31.220
12 Castellón/Castelló;20-24 años;TOTAL;Ambos sexos;2012;32.613
12 Castellón/Castelló;20-24 años;TOTAL;Ambos sexos;2011;34.155
12 Castellón/Castelló;20-24 años;TOTAL;Ambos sexos;2010;35.720
12 Castellón/Castelló;20-24 años;TOTAL;Ambos sexos;2009;37.319
12 Castellón/Castelló;20-24 años;TOTAL;Ambos sexos;2008;38.351
12 Castellón/Castelló;20-24 años;TOTAL;Ambos sexos;2007;37.282
12 Castellón/Castelló;20-24 años;TOTAL;Ambos sexos;2006;37.740
12 Castellón/Castelló;20-24 años;TOTAL;Ambos sexos;2005;38.300
12 Castellón/Castelló;20-24 años;TOTAL;Ambos sexos;2004;38.776
12 Castellón/Castelló;20-24 años;TOTAL;Ambos sexos;2003;39.885
12 Castellón/Castelló;20-24 años;TOTAL;Ambos sexos;2002;39.627
12 Castellón/Castelló;20-24 años;TOTAL;Ambos sexos;2001;38.785
12 Castellón/Castelló;20-24 años;TOTAL;Ambos sexos;2000;37.995
12 Castellón/Castelló;20-24 años;TOTAL;Ambos sexos;1999;37.489
12 Castellón/Castelló;20-24 años;TOTAL;Ambos sexos;1998;36.954
12 Castellón/Castelló;25-29 años;TOTAL;Ambos sexos;2022;29.660
12 Castellón/Castelló;25-29 años;TOTAL;Ambos sexos;2021;29.532
12 Castellón/Castelló;25-29 años;TOTAL;Ambos sexos;2020;29.705
12 Castellón/Castelló;25-29 años;TOTAL;Ambos sexos;2019;29.583
12 Castellón/Castelló;25-29 años;TOTAL;Ambos sexos;2018;29.570
12 Castellón/Castelló;25-29 años;TOTAL;Ambos sexos;2017;30.116
12 Castellón/Castelló;25-29 años;TOTAL;Ambos sexos;2016;31.429
12 Castellón/Castelló;25-29 años;TOTAL;Ambos sexos;2015;32.987
12 Castellón/Castelló;25-29 años;TOTAL;Ambos sexos;2014;35.000
12 Castellón/Castelló;25-29 años;TOTAL;Ambos sexos;2013;38.082
