year,region,province,owner,free_motorways,multiple_road,single_road,toll_motorways
2017,Extremadura,Badajoz,provincial,0,0,"1.921,12",0
2017,Extremadura,Cáceres,CCAA,"107,10","12,70",0,"0,00"
2017,Extremadura,Cáceres,CCAA,0,0,"1.568,43",0
2017,Extremadura,Cáceres,State,"337,00","20,98",0,"0,00"
2017,Extremadura,Cáceres,State,0,0,"411,61",0
2017,Extremadura,Cáceres,provincial,"0,00","0,00",0,"0,00"
2017,Extremadura,Cáceres,provincial,0,0,"1.869,15",0
2017,Galicia,"Coruña, A",CCAA,"126,86","2,55",0,"32,53"
2017,Galicia,"Coruña, A",CCAA,0,0,"1.571,01",0
2017,Galicia,"Coruña, A",State,"77,07","55,33",0,"146,32"
2017,Galicia,"Coruña, A",State,0,0,"277,99",0
2017,Galicia,"Coruña, A",provincial,"0,00","0,00",0,"0,00"
2017,Galicia,"Coruña, A",provincial,0,0,"2.103,15",0
2017,Galicia,Lugo,CCAA,"16,16","2,41",0,"0,00"
2017,Galicia,Lugo,CCAA,0,0,"1.471,96",0
2017,Galicia,Lugo,State,"234,80","12,33",0,"0,00"
2017,Galicia,Lugo,State,0,0,"516,05",0
2017,Galicia,Lugo,provincial,"0,00","0,00",0,"0,00"
2017,Galicia,Lugo,provincial,0,0,"4.217,00",0
2017,Galicia,Orense,CCAA,"47,97","3,07",0,"0,00"
2017,Galicia,Orense,CCAA,0,0,"977,63",0
2017,Galicia,Orense,State,"166,74","9,36",0,"0,00"
2017,Galicia,Orense,State,0,0,"346,82",0
2017,Galicia,Orense,provincial,"0,00","0,00",0,"0,00"
2017,Galicia,Orense,provincial,0,0,"1.840,07",0
2017,Galicia,Pontevedra,CCAA,"27,34","6,44",0,"20,98"
2017,Galicia,Pontevedra,CCAA,0,0,"1.241,13",0
2017,Galicia,Pontevedra,State,"81,29","9,14",0,"126,71"
2017,Galicia,Pontevedra,State,0,0,"318,85",0
2017,Galicia,Pontevedra,provincial,"0,00","0,00",0,"0,00"
2017,Galicia,Pontevedra,provincial,0,0,"1.691,58",0
2017,Madrid,Madrid,CCAA,"128,80","201,41",0,"0,00"
2017,Madrid,Madrid,CCAA,0,0,"2.238,30",0
2017,Madrid,Madrid,State,"481,13","7,20",0,"160,82"
2017,Madrid,Madrid,State,0,0,"100,42",0
2017,Madrid,Madrid,provincial,"0,00","0,00",0,"0,00"
2017,Madrid,Madrid,provincial,0,0,"0,00",0
2017,Melilla,Melilla,CCAA,"0,00","0,53",0,"0,00"
2017,Melilla,Melilla,CCAA,0,0,"17,36",0
2017,Melilla,Melilla,State,"0,00","0,00",0,"0,00"
2017,Melilla,Melilla,State,0,0,"9,81",0
2017,Melilla,Melilla,provincial,"0,00","0,00",0,"0,00"
2017,Melilla,Melilla,provincial,0,0,"0,00",0
2017,Murcia,Murcia,CCAA,"167,84","79,68",0,"0,00"
2017,Murcia,Murcia,CCAA,0,0,"2.643,12",0
2017,Murcia,Murcia,State,"313,50","11,30",0,"114,64"
2017,Murcia,Murcia,State,0,0,"138,11",0
2017,Murcia,Murcia,provincial,"0,00","0,00",0,"0,00"
2017,Murcia,Murcia,provincial,0,0,"0,00",0
2017,Navarra,Navarra,CCAA,"235,54","25,60",0,"105,07"
2017,Navarra,Navarra,CCAA,0,0,"3.454,14",0
2017,Navarra,Navarra,State,"0,00","0,00",0,"39,03"
2017,Navarra,Navarra,State,0,0,"0,00",0
2017,Navarra,Navarra,provincial,"0,00","0,00",0,"0,00"
2017,Navarra,Navarra,provincial,0,0,"0,00",0
2017,País Vasco,Guipúzcoa,CCAA,"0,00","0,00",0,"0,00"
2017,País Vasco,Guipúzcoa,CCAA,0,0,"0,00",0
2017,País Vasco,Guipúzcoa,State,"0,00","0,00",0,"0,00"
2017,País Vasco,Guipúzcoa,State,0,0,"0,00",0
2017,País Vasco,Guipúzcoa,provincial,"45,04","78,38",0,"107,20"
2017,País Vasco,Guipúzcoa,provincial,0,0,"1.183,07",0
2017,País Vasco,Vizcaya,CCAA,"0,00","0,00",0,"0,00"
2017,País Vasco,Vizcaya,CCAA,0,0,"0,00",0
2017,País Vasco,Vizcaya,State,"0,00","0,00",0,"22,40"
2017,País Vasco,Vizcaya,State,0,0,"0,00",0
2017,País Vasco,Vizcaya,provincial,"104,39","38,60",0,"50,00"
2017,País Vasco,Vizcaya,provincial,0,0,"1.077,58",0
2017,País Vasco,Álava,CCAA,"0,00","0,00",0,"0,00"
2017,País Vasco,Álava,CCAA,0,0,"0,00",0
2017,País Vasco,Álava,State,"0,00","0,00",0,"60,89"
2017,País Vasco,Álava,State,0,0,"0,00",0
2017,País Vasco,Álava,provincial,"91,97","10,61",0,"14,23"
2017,País Vasco,Álava,provincial,0,0,"1.276,27",0
2017,La Rioja,"Rioja, La",CCAA,"0,00","3,00",0,"0,00"
2017,La Rioja,"Rioja, La",CCAA,0,0,"1.442,00",0
2017,La Rioja,"Rioja, La",State,"62,13","1,15",0,"119,10"
2017,La Rioja,"Rioja, La",State,0,0,"250,78",0
2017,La Rioja,"Rioja, La",provincial,"0,00","0,00",0,"0,00"
2017,La Rioja,"Rioja, La",provincial,0,0,"0,00",0
2018,Andalucía,Almería,CCAA,"117,42","2,41",0,"0,00"
2018,Andalucía,Almería,CCAA,0,0,"696,19",0
2018,Andalucía,Almería,State,"204,00","1,00",0,"28,00"
2018,Andalucía,Almería,State,0,0,"136,00",0
2018,Andalucía,Almería,provincial,"0,00","0,00",0,"0,00"
2018,Andalucía,Almería,provincial,0,0,"1.226,00",0
2018,Andalucía,Cádiz,CCAA,"155,39","6,46",0,"0,00"
2018,Andalucía,Cádiz,CCAA,0,0,"871,79",0
2018,Andalucía,Cádiz,State,"120,00","33,00",0,"48,00"
2018,Andalucía,Cádiz,State,0,0,"125,00",0
2018,Andalucía,Cádiz,provincial,"0,00","0,00",0,"0,00"
2018,Andalucía,Cádiz,provincial,0,0,"806,68",0
2018,Andalucía,Córdoba,CCAA,"9,97","17,44",0,"0,00"
2018,Andalucía,Córdoba,CCAA,0,0,"1.619,52",0
2018,Andalucía,Córdoba,State,"178,00","1,00",0,"0,00"
2018,Andalucía,Córdoba,State,0,0,"425,00",0
2018,Andalucía,Córdoba,provincial,"0,00","0,00",0,"0,00"
2018,Andalucía,Córdoba,provincial,0,0,"1.807,19",0
2018,Andalucía,Granada,CCAA,"235,69","11,81",0,"0,00"
2018,Andalucía,Granada,CCAA,0,0,"1.384,25",0
2018,Andalucía,Granada,State,"190,00","2,00",0,"0,00"
2018,Andalucía,Granada,State,0,0,"191,00",0
2018,Andalucía,Granada,provincial,"0,00","4,07",0,"0,00"
2018,Andalucía,Granada,provincial,0,0,"1.260,63",0
2018,Andalucía,Huelva,CCAA,"33,29","6,42",0,"0,00"
2018,Andalucía,Huelva,CCAA,0,0,"730,20",0
2018,Andalucía,Huelva,State,"136,00","12,00",0,"0,00"
2018,Andalucía,Huelva,State,0,0,"316,00",0
2018,Andalucía,Huelva,provincial,"0,00","0,00",0,"0,00"
2018,Andalucía,Huelva,provincial,0,0,"840,01",0
2018,Andalucía,Jaén,CCAA,"73,39","5,70",0,"0,00"
2018,Andalucía,Jaén,CCAA,0,0,"1.399,36",0
2018,Andalucía,Jaén,State,"202,00","0,00",0,"0,00"
2018,Andalucía,Jaén,State,0,0,"253,00",0
2018,Andalucía,Jaén,provincial,"0,00","0,00",0,"0,00"
2018,Andalucía,Jaén,provincial,0,0,"905,88",0
2018,Andalucía,Málaga,CCAA,"97,10","11,36",0,"0,00"
2018,Andalucía,Málaga,CCAA,0,0,"1.170,09",0
2018,Andalucía,Málaga,State,"219,00","24,00",0,"122,00"
2018,Andalucía,Málaga,State,0,0,"38,00",0
2018,Andalucía,Málaga,provincial,"0,00","0,00",0,"0,00"
2018,Andalucía,Málaga,provincial,0,0,"859,60",0
2018,Andalucía,Sevilla,CCAA,"156,77","41,45",0,"0,00"
2018,Andalucía,Sevilla,CCAA,0,0,"1.707,85",0
2018,Andalucía,Sevilla,State,"249,00","19,00",0,"51,00"
2018,Andalucía,Sevilla,State,0,0,"140,00",0
2018,Andalucía,Sevilla,provincial,"0,00","15,83",0,"0,00"
2018,Andalucía,Sevilla,provincial,0,0,"1.461,46",0
2018,Aragón,Huesca,CCAA,"0,00","0,00",0,"0,00"
2018,Aragón,Huesca,CCAA,0,0,"2.076,00",0
2018,Aragón,Huesca,State,"161,00","0,00",0,"50,00"
2018,Aragón,Huesca,State,0,0,"679,00",0
2018,Aragón,Huesca,provincial,"0,00","0,00",0,"0,00"
2018,Aragón,Huesca,provincial,0,0,"1.386,00",0
2018,Aragón,Teruel,CCAA,"0,00","0,00",0,"0,00"
2018,Aragón,Teruel,CCAA,0,0,"1.628,21",0
2018,Aragón,Teruel,State,"140,00","1,00",0,"0,00"
2018,Aragón,Teruel,State,0,0,"545,00",0
2018,Aragón,Teruel,provincial,"0,00","0,00",0,"0,00"
2018,Aragón,Teruel,provincial,0,0,"980,00",0
2018,Aragón,Zaragoza,CCAA,"5,28","9,41",0,"0,00"
2018,Aragón,Zaragoza,CCAA,0,0,"2.043,36",0
2018,Aragón,Zaragoza,State,"330,00","43,00",0,"107,00"
2018,Aragón,Zaragoza,State,0,0,"493,00",0
2018,Aragón,Zaragoza,provincial,"0,00","3,15",0,"0,00"
2018,Aragón,Zaragoza,provincial,0,0,"1.016,75",0
2018,Asturias,Asturias,CCAA,"74,45","7,02",0,"0,00"
2018,Asturias,Asturias,CCAA,0,0,"4.111,21",0
2018,Asturias,Asturias,State,"358,00","5,00",0,"22,00"
2018,Asturias,Asturias,State,0,0,"466,00",0
2018,Asturias,Asturias,provincial,"0,00","0,00",0,"0,00"
2018,Asturias,Asturias,provincial,0,0,"0,00",0
2018,Islas Baleares,Baleares,CCAA,"0,00","0,00",0,"0,00"
2018,Islas Baleares,Baleares,CCAA,0,0,"0,00",0
2018,Islas Baleares,Baleares,State,"0,00","0,00",0,"0,00"
2018,Islas Baleares,Baleares,State,0,0,"0,00",0
2018,Islas Baleares,Baleares,provincial,"93,52","97,11",0,"0,00"
2018,Islas Baleares,Baleares,provincial,0,0,"2.106,07",0
2018,Canarias,"Palmas, Las",CCAA,"0,00","0,00",0,"0,00"
2018,Canarias,"Palmas, Las",CCAA,0,0,"0,00",0
2018,Canarias,"Palmas, Las",State,"0,00","0,00",0,"0,00"
2018,Canarias,"Palmas, Las",State,0,0,"0,00",0
2018,Canarias,"Palmas, Las",provincial,"134,51","76,06",0,"0,00"
2018,Canarias,"Palmas, Las",provincial,0,0,"1.757,31",0
2018,Canarias,"Tenerife, S.C.",CCAA,"0,00","0,00",0,"0,00"
2018,Canarias,"Tenerife, S.C.",CCAA,0,0,"0,00",0
2018,Canarias,"Tenerife, S.C.",State,"0,00","0,00",0,"0,00"
2018,Canarias,"Tenerife, S.C.",State,0,0,"0,00",0
2018,Canarias,"Tenerife, S.C.",provincial,"141,76","44,54",0,"0,00"
2018,Canarias,"Tenerife, S.C.",provincial,0,0,"1.978,59",0
2018,Cantabria,Cantabria,CCAA,"0,00","0,00",0,"0,00"
2018,Cantabria,Cantabria,CCAA,0,0,"1.984,34",0
2018,Cantabria,Cantabria,State,"255,00","3,00",0,"0,00"
2018,Cantabria,Cantabria,State,0,0,"320,00",0
2018,Cantabria,Cantabria,provincial,"0,00","0,00",0,"0,00"
2018,Cantabria,Cantabria,provincial,0,0,"0,00",0
2018,Castilla-La Mancha,Albacete,CCAA,"0,00","3,97",0,"0,00"
2018,Castilla-La Mancha,Albacete,CCAA,0,0,"1.612,62",0
2018,Castilla-La Mancha,Albacete,State,"279,00","0,00",0,"0,00"
2018,Castilla-La Mancha,Albacete,State,0,0,"418,00",0
2018,Castilla-La Mancha,Albacete,provincial,"0,00","0,00",0,"0,00"
2018,Castilla-La Mancha,Albacete,provincial,0,0,"1.404,00",0
2018,Castilla-La Mancha,Ciudad Real,CCAA,"80,96","3,82",0,"0,00"
2018,Castilla-La Mancha,Ciudad Real,CCAA,0,0,"1.720,13",0
2018,Castilla-La Mancha,Ciudad Real,State,"262,00","6,00",0,"0,00"
2018,Castilla-La Mancha,Ciudad Real,State,0,0,"461,00",0
2018,Castilla-La Mancha,Ciudad Real,provincial,"0,00","0,00",0,"0,00"
2018,Castilla-La Mancha,Ciudad Real,provincial,0,0,"1.727,00",0
2018,Castilla-La Mancha,Cuenca,CCAA,"0,00","0,00",0,"0,00"
2018,Castilla-La Mancha,Cuenca,CCAA,0,0,"1.718,81",0
2018,Castilla-La Mancha,Cuenca,State,"346,00","0,00",0,"50,00"
2018,Castilla-La Mancha,Cuenca,State,0,0,"583,00",0
2018,Castilla-La Mancha,Cuenca,provincial,"0,00","0,00",0,"0,00"
2018,Castilla-La Mancha,Cuenca,provincial,0,0,"1.557,20",0
2018,Castilla-La Mancha,Guadalajara,CCAA,"9,26","0,00",0,"0,00"
2018,Castilla-La Mancha,Guadalajara,CCAA,0,0,"1.461,81",0
2018,Castilla-La Mancha,Guadalajara,State,"100,00","1,00",0,"24,00"
2018,Castilla-La Mancha,Guadalajara,State,0,0,"292,00",0
2018,Castilla-La Mancha,Guadalajara,provincial,"0,00","0,00",0,"0,00"
2018,Castilla-La Mancha,Guadalajara,provincial,0,0,"1.568,00",0
2018,Castilla-La Mancha,Toledo,CCAA,"146,31","0,00",0,"0,00"
2018,Castilla-La Mancha,Toledo,CCAA,0,0,"1.923,40",0
2018,Castilla-La Mancha,Toledo,State,"379,00","10,00",0,"140,00"
2018,Castilla-La Mancha,Toledo,State,0,0,"361,00",0
2018,Castilla-La Mancha,Toledo,provincial,"0,00","0,00",0,"0,00"
2018,Castilla-La Mancha,Toledo,provincial,0,0,"956,00",0
2018,Castilla y León,Burgos,CCAA,"46,75","5,82",0,"0,00"
2018,Castilla y León,Burgos,CCAA,0,0,"1.767,15",0
2018,Castilla y León,Burgos,State,"288,00","19,00",0,"0,00"
2018,Castilla y León,Burgos,State,0,0,"673,00",0
2018,Castilla y León,Burgos,provincial,"0,00","0,00",0,"0,00"
2018,Castilla y León,Burgos,provincial,0,0,"2.289,44",0
2018,Castilla y León,León,CCAA,"68,14","5,79",0,"0,00"
2018,Castilla y León,León,CCAA,0,0,"1.705,33",0
2018,Castilla y León,León,State,"252,00","16,00",0,"94,00"
2018,Castilla y León,León,State,0,0,"583,00",0
2018,Castilla y León,León,provincial,"0,00","0,00",0,"0,00"
2018,Castilla y León,León,provincial,0,0,"3.310,32",0
2018,Castilla y León,Palencia,CCAA,"62,05","0,00",0,"0,00"
2018,Castilla y León,Palencia,CCAA,0,0,"1.468,39",0
2018,Castilla y León,Palencia,State,"193,00","0,00",0,"0,00"
2018,Castilla y León,Palencia,State,0,0,"247,00",0
2018,Castilla y León,Palencia,provincial,"0,00","0,00",0,"0,00"
2018,Castilla y León,Palencia,provincial,0,0,"1.035,08",0
2018,Castilla y León,Salamanca,CCAA,"0,00","0,00",0,"0,00"
2018,Castilla y León,Salamanca,CCAA,0,0,"1.263,45",0
2018,Castilla y León,Salamanca,State,"300,00","9,00",0,"0,00"
2018,Castilla y León,Salamanca,State,0,0,"271,00",0
2018,Castilla y León,Salamanca,provincial,"0,00","0,00",0,"0,00"
2018,Castilla y León,Salamanca,provincial,0,0,"2.301,29",0
2018,Castilla y León,Segovia,CCAA,"64,48","0,00",0,"0,00"
2018,Castilla y León,Segovia,CCAA,0,0,"700,67",0
2018,Castilla y León,Segovia,State,"47,00","2,00",0,"70,00"
2018,Castilla y León,Segovia,State,0,0,"251,00",0
2018,Castilla y León,Segovia,provincial,"0,00","0,00",0,"0,00"
2018,Castilla y León,Segovia,provincial,0,0,"1.229,35",0
2018,Castilla y León,Soria,CCAA,"0,00","0,00",0,"0,00"
2018,Castilla y León,Soria,CCAA,0,0,"898,96",0
2018,Castilla y León,Soria,State,"132,00","2,00",0,"0,00"
2018,Castilla y León,Soria,State,0,0,"407,00",0
2018,Castilla y León,Soria,provincial,"0,00","0,00",0,"0,00"
2018,Castilla y León,Soria,provincial,0,0,"1.890,08",0
2018,Castilla y León,Valladolid,CCAA,"40,73","0,00",0,"0,00"
2018,Castilla y León,Valladolid,CCAA,0,0,"1.045,32",0
2018,Castilla y León,Valladolid,State,"260,00","16,00",0,"0,00"
2018,Castilla y León,Valladolid,State,0,0,"269,00",0
2018,Castilla y León,Valladolid,provincial,"0,00","0,00",0,"0,00"
2018,Castilla y León,Valladolid,provincial,0,0,"1.435,00",0
2018,Castilla y León,Zamora,CCAA,"0,00","0,00",0,"0,00"
2018,Castilla y León,Zamora,CCAA,0,0,"1.146,01",0
2018,Castilla y León,Zamora,State,"337,00","17,00",0,"0,00"
2018,Castilla y León,Zamora,State,0,0,"420,00",0
2018,Castilla y León,Zamora,provincial,"0,00","0,00",0,"0,00"
2018,Castilla y León,Zamora,provincial,0,0,"1.571,00",0
2018,Castilla y León,Ávila,CCAA,"0,00","0,00",0,"0,00"
2018,Castilla y León,Ávila,CCAA,0,0,"986,37",0
2018,Castilla y León,Ávila,State,"87,00","3,00",0,"37,00"
2018,Castilla y León,Ávila,State,0,0,"345,00",0
2018,Castilla y León,Ávila,provincial,"0,00","0,00",0,"0,00"
2018,Castilla y León,Ávila,provincial,0,0,"1.065,00",0
2018,Cataluña,Barcelona,CCAA,"288,78","54,32",0,"159,45"
2018,Cataluña,Barcelona,CCAA,0,0,"1.530,97",0
2018,Cataluña,Barcelona,State,"143,00","1,00",0,"119,00"
2018,Cataluña,Barcelona,State,0,0,"45,00",0
2018,Cataluña,Barcelona,provincial,"0,00","0,00",0,"0,00"
2018,Cataluña,Barcelona,provincial,0,0,"1.569,50",0
2018,Cataluña,Gerona,CCAA,"90,22","22,38",0,"0,00"
2018,Cataluña,Gerona,CCAA,0,0,"1.127,65",0
2018,Cataluña,Gerona,State,"36,00","8,00",0,"93,00"
2018,Cataluña,Gerona,State,0,0,"272,00",0
2018,Cataluña,Gerona,provincial,"0,00","2,59",0,"0,00"
2018,Cataluña,Gerona,provincial,0,0,"785,01",0
2018,Cataluña,Lérida,CCAA,"28,21","0,00",0,"0,00"
2018,Cataluña,Lérida,CCAA,0,0,"1.520,75",0
2018,Cataluña,Lérida,State,"134,00","10,00",0,"60,00"
2018,Cataluña,Lérida,State,0,0,"305,00",0
2018,Cataluña,Lérida,provincial,"0,00","0,00",0,"0,00"
2018,Cataluña,Lérida,provincial,0,0,"812,68",0
2018,Cataluña,Tarragona,CCAA,"23,06","22,55",0,"10,59"
2018,Cataluña,Tarragona,CCAA,0,0,"1.067,13",0
2018,Cataluña,Tarragona,State,"89,00","13,00",0,"191,00"
2018,Cataluña,Tarragona,State,0,0,"268,00",0
2018,Cataluña,Tarragona,provincial,"0,00","8,10",0,"0,00"
2018,Cataluña,Tarragona,provincial,0,0,"1.080,55",0
2018,Ceuta,Ceuta,CCAA,"0,00","0,00",0,"0,00"
2018,Ceuta,Ceuta,CCAA,0,0,"19,83",0
2018,Ceuta,Ceuta,State,"0,00","1,00",0,"0,00"
2018,Ceuta,Ceuta,State,0,0,"19,00",0
2018,Ceuta,Ceuta,provincial,"0,00","0,00",0,"0,00"
2018,Ceuta,Ceuta,provincial,0,0,"0,00",0
2018,C. Valenciana,Alicante,CCAA,"15,63","57,89",0,"0,00"
2018,C. Valenciana,Alicante,CCAA,0,0,"913,72",0
2018,C. Valenciana,Alicante,State,"234,00","62,00",0,"159,00"
2018,C. Valenciana,Alicante,State,0,0,"208,00",0
2018,C. Valenciana,Alicante,provincial,"0,00","8,88",0,"0,00"
2018,C. Valenciana,Alicante,provincial,0,0,"972,00",0
2018,C. Valenciana,Castellón,CCAA,"46,04","46,01",0,"0,00"
2018,C. Valenciana,Castellón,CCAA,0,0,"877,65",0
2018,C. Valenciana,Castellón,State,"73,00","2,00",0,"120,00"
2018,C. Valenciana,Castellón,State,0,0,"276,00",0
2018,C. Valenciana,Castellón,provincial,"0,00","0,00",0,"0,00"
2018,C. Valenciana,Castellón,provincial,0,0,"774,88",0
2018,C. Valenciana,Valencia,CCAA,"85,97","51,71",0,"0,00"
2018,C. Valenciana,Valencia,CCAA,0,0,"696,31",0
2018,C. Valenciana,Valencia,State,"368,00","3,00",0,"88,00"
2018,C. Valenciana,Valencia,State,0,0,"335,00",0
2018,C. Valenciana,Valencia,provincial,"0,00","15,34",0,"0,00"
2018,C. Valenciana,Valencia,provincial,0,0,"1.855,16",0
2018,Extremadura,Badajoz,CCAA,"17,00","21,00",0,"0,00"
2018,Extremadura,Badajoz,CCAA,0,0,"2.094,21",0
2018,Extremadura,Badajoz,State,"242,00","15,00",0,"0,00"
2018,Extremadura,Badajoz,State,0,0,"575,00",0
2018,Extremadura,Badajoz,provincial,"0,00","0,00",0,"0,00"
2018,Extremadura,Badajoz,provincial,0,0,"1.921,12",0
2018,Extremadura,Cáceres,CCAA,"107,10","12,70",0,"0,00"
2018,Extremadura,Cáceres,CCAA,0,0,"1.568,43",0
2018,Extremadura,Cáceres,State,"337,00","21,00",0,"0,00"
2018,Extremadura,Cáceres,State,0,0,"417,00",0
2018,Extremadura,Cáceres,provincial,"0,00","0,00",0,"0,00"
2018,Extremadura,Cáceres,provincial,0,0,"1.880,15",0
2018,Galicia,"Coruña, A",CCAA,"126,86","2,55",0,"32,53"
2018,Galicia,"Coruña, A",CCAA,0,0,"1.564,88",0
2018,Galicia,"Coruña, A",State,"77,00","55,00",0,"146,00"
2018,Galicia,"Coruña, A",State,0,0,"279,00",0
2018,Galicia,"Coruña, A",provincial,"0,00","0,00",0,"0,00"
2018,Galicia,"Coruña, A",provincial,0,0,"2.103,15",0
2018,Galicia,Lugo,CCAA,"16,16","2,41",0,"0,00"
2018,Galicia,Lugo,CCAA,0,0,"1.471,32",0
2018,Galicia,Lugo,State,"235,00","12,00",0,"0,00"
2018,Galicia,Lugo,State,0,0,"516,00",0
2018,Galicia,Lugo,provincial,"0,00","0,00",0,"0,00"
2018,Galicia,Lugo,provincial,0,0,"4.217,00",0
2018,Galicia,Orense,CCAA,"47,97","3,07",0,"0,00"
2018,Galicia,Orense,CCAA,0,0,"977,63",0
2018,Galicia,Orense,State,"167,00","9,00",0,"0,00"
2018,Galicia,Orense,State,0,0,"344,00",0
2018,Galicia,Orense,provincial,"0,00","0,00",0,"0,00"
2018,Galicia,Orense,provincial,0,0,"1.855,16",0
2018,Galicia,Pontevedra,CCAA,"34,50","6,44",0,"20,98"
2018,Galicia,Pontevedra,CCAA,0,0,"1.231,15",0
2018,Galicia,Pontevedra,State,"81,00","9,00",0,"127,00"
2018,Galicia,Pontevedra,State,0,0,"319,00",0
2018,Galicia,Pontevedra,provincial,"0,00","0,00",0,"0,00"
2018,Galicia,Pontevedra,provincial,0,0,"1.635,02",0
2018,Madrid,Madrid,CCAA,"124,44","204,74",0,"0,00"
2018,Madrid,Madrid,CCAA,0,0,"2.230,83",0
2018,Madrid,Madrid,State,"481,00","7,00",0,"161,00"
2018,Madrid,Madrid,State,0,0,"100,00",0
2018,Madrid,Madrid,provincial,"0,00","0,00",0,"0,00"
2018,Madrid,Madrid,provincial,0,0,"0,00",0
2018,Melilla,Melilla,CCAA,"0,00","0,53",0,"0,00"
2018,Melilla,Melilla,CCAA,0,0,"17,36",0
2018,Melilla,Melilla,State,"0,00","0,00",0,"0,00"
2018,Melilla,Melilla,State,0,0,"10,00",0
2018,Melilla,Melilla,provincial,"0,00","0,00",0,"0,00"
2018,Melilla,Melilla,provincial,0,0,"0,00",0
2018,Murcia,Murcia,CCAA,"167,84","79,68",0,"0,00"
2018,Murcia,Murcia,CCAA,0,0,"2.643,12",0
2018,Murcia,Murcia,State,"313,00","11,00",0,"115,00"
2018,Murcia,Murcia,State,0,0,"138,00",0
2018,Murcia,Murcia,provincial,"0,00","0,00",0,"0,00"
2018,Murcia,Murcia,provincial,0,0,"0,00",0
2018,Navarra,Navarra,CCAA,"235,54","25,60",0,"105,07"
2018,Navarra,Navarra,CCAA,0,0,"3.460,38",0
2018,Navarra,Navarra,State,"0,00","0,00",0,"39,00"
2018,Navarra,Navarra,State,0,0,"0,00",0
2018,Navarra,Navarra,provincial,"0,00","0,00",0,"0,00"
2018,Navarra,Navarra,provincial,0,0,"0,00",0
2018,País Vasco,Guipúzcoa,CCAA,"0,00","0,00",0,"0,00"
2018,País Vasco,Guipúzcoa,CCAA,0,0,"0,00",0
2018,País Vasco,Guipúzcoa,State,"0,00","0,00",0,"0,00"
2018,País Vasco,Guipúzcoa,State,0,0,"0,00",0
2018,País Vasco,Guipúzcoa,provincial,"45,04","78,38",0,"107,20"
2018,País Vasco,Guipúzcoa,provincial,0,0,"1.183,07",0
2018,País Vasco,Vizcaya,CCAA,"0,00","0,00",0,"0,00"
2018,País Vasco,Vizcaya,CCAA,0,0,"0,00",0
2018,País Vasco,Vizcaya,State,"0,00","0,00",0,"22,00"
2018,País Vasco,Vizcaya,State,0,0,"0,00",0
2018,País Vasco,Vizcaya,provincial,"104,37","40,18",0,"49,99"
2018,País Vasco,Vizcaya,provincial,0,0,"1.062,69",0
2018,País Vasco,Álava,CCAA,"0,00","0,00",0,"0,00"
2018,País Vasco,Álava,CCAA,0,0,"0,00",0
2018,País Vasco,Álava,State,"0,00","0,00",0,"55,00"
2018,País Vasco,Álava,State,0,0,"0,00",0
2018,País Vasco,Álava,provincial,"97,97","10,61",0,"14,23"
2018,País Vasco,Álava,provincial,0,0,"1.276,66",0
2018,La Rioja,"Rioja, La",CCAA,"0,00","3,00",0,"0,00"
2018,La Rioja,"Rioja, La",CCAA,0,0,"1.442,00",0
2018,La Rioja,"Rioja, La",State,"62,00","1,00",0,"119,00"
2018,La Rioja,"Rioja, La",State,0,0,"251,00",0
2018,La Rioja,"Rioja, La",provincial,"0,00","0,00",0,"0,00"
2018,La Rioja,"Rioja, La",provincial,0,0,"0,00",0
2019,Andalucía,Almería,CCAA,"117,42","2,41",0,"0,00"
2019,Andalucía,Almería,CCAA,0,0,"697,32",0
2019,Andalucía,Almería,State,"203,50","1,12",0,"28,19"
2019,Andalucía,Almería,State,0,0,"133,92",0
2019,Andalucía,Almería,provincial,"0,00","0,00",0,"0,00"
2019,Andalucía,Almería,provincial,0,0,"1.226,00",0
2019,Andalucía,Cádiz,CCAA,"155,39","6,46",0,"0,00"
2019,Andalucía,Cádiz,CCAA,0,0,"871,79",0
2019,Andalucía,Cádiz,State,"119,81","31,86",0,"47,86"
2019,Andalucía,Cádiz,State,0,0,"122,39",0
2019,Andalucía,Cádiz,provincial,"0,00","0,00",0,"0,00"
2019,Andalucía,Cádiz,provincial,0,0,"806,68",0
2019,Andalucía,Córdoba,CCAA,"9,97","17,44",0,"0,00"
2019,Andalucía,Córdoba,CCAA,0,0,"1.619,15",0
2019,Andalucía,Córdoba,State,"177,71","0,70",0,"0,00"
2019,Andalucía,Córdoba,State,0,0,"445,43",0
2019,Andalucía,Córdoba,provincial,"0,00","0,00",0,"0,00"
2019,Andalucía,Córdoba,provincial,0,0,"1.807,19",0
2019,Andalucía,Granada,CCAA,"235,69","11,81",0,"0,00"
2019,Andalucía,Granada,CCAA,0,0,"1.388,94",0
2019,Andalucía,Granada,State,"189,14","1,43",0,"0,00"
2019,Andalucía,Granada,State,0,0,"191,38",0
2019,Andalucía,Granada,provincial,"0,00","4,07",0,"0,00"
2019,Andalucía,Granada,provincial,0,0,"1.260,63",0
2019,Andalucía,Huelva,CCAA,"33,29","6,42",0,"0,00"
2019,Andalucía,Huelva,CCAA,0,0,"730,20",0
2019,Andalucía,Huelva,State,"137,19","11,36",0,"0,00"
2019,Andalucía,Huelva,State,0,0,"332,45",0
2019,Andalucía,Huelva,provincial,"0,00","0,00",0,"0,00"
2019,Andalucía,Huelva,provincial,0,0,"832,78",0
2019,Andalucía,Jaén,CCAA,"73,39","5,70",0,"0,00"
